,건축물명,면적,정제도로명주소,정제지번주소,정제WGS84위도,정제WGS84경도
808,오목천동어린이집,447.03,경기도 수원시 권선구 서수원로169번길 53,경기도 수원시 권선구 오목천동 520-1,37.2437156989,126.9673229151
809,입북동 행정복지센터,1630.13,경기도 수원시 권선구 입북로 17,경기도 수원시 권선구 입북동 429-9,37.2932208912,126.9595390178
810,청산경로당,90.08,경기도 수원시 권선구 상탑로53번길 28-1,경기도 수원시 권선구 탑동 32-5,37.272900628,126.9769416189
811,골말경로당,304.16,경기도 수원시 권선구 상탑로21번길 35-9,경기도 수원시 권선구 탑동 779-2,37.2722685857,126.9726373393
812,수원시 권선구청,8454.93,경기도 수원시 권선구 호매실로 12,경기도 수원시 권선구 탑동 900,37.2576448884,126.9719386366
813,영통마을회관,221.55,경기도 수원시 영통구 신원로250번길 68-3,경기도 수원시 영통구 영통동 76-7,37.2572166848,127.0637925405
814,영통1동 행정복지센터,1762.72,경기도 수원시 영통구 봉영로1759번길 23,경기도 수원시 영통구 영통동 947-6,37.2663362928,127.0805559659
815,참새화장실,42.29,경기도 수원시 영통구 영통로 530,경기도 수원시 영통구 영통동 948-2,37.2663653791,127.07859337
816,공원관리소(영통중앙공원),44.04,경기도 수원시 영통구 청명로 151,경기도 수원시 영통구 영통동 961-1,37.2571566298,127.0720363605
817,영통구보건소,5746.71,경기도 수원시 영통구 영통로 396,경기도 수원시 영통구 영통동 961-18,37.2568958654,127.0697260621
818,장안구 노인회지회,922.92,경기도 수원시 장안구 수성로340번길 30,경기도 수원시 장안구 영화동 352,37.2913219864,127.0099269237
819,영화어린이집,355.76,경기도 수원시 장안구 수원천로 441,경기도 수원시 장안구 영화동 380-69,37.2918556745,127.0213973954
820,동부경로당,98,경기도 수원시 장안구 수원천로 445,경기도 수원시 장안구 영화동 380-93,37.2920734618,127.0217570453
821,영화서부경로당,191.73,경기도 수원시 장안구 영화로38번길 4,경기도 수원시 장안구 영화동 415-9,37.2903265568,127.0089857002
822,조원2동 행정복지센터(노인정포함),1634.83,경기도 수원시 장안구 송원로 109-50,경기도 수원시 장안구 조원동 877,37.3056169714,127.0096761895
823,장안종합구민회관,14806.46,경기도 수원시 장안구 송원로 101,경기도 수원시 장안구 조원동 888,37.3040061471,127.0103185495
824,수원북부순환로 조원영업소,74.71,경기도 수원시 장안구 수원북부순환로 266,경기도 수원시 장안구 조원동 산 3-7,37.3116740291,127.016182211
825,일월공공도서관,3903,경기도 수원시 장안구 일월천로 77,경기도 수원시 장안구 천천동 453-1,37.2868939606,126.9777924103
826,꽃뫼화장실,117.7,경기도 수원시 장안구 만석로5번길 21,경기도 수원시 장안구 천천동 520,37.2957636728,126.9819057023
827,상수도 자재창고,620,경기도 수원시 장안구 경수대로1220번길 30-97,경기도 수원시 장안구 파장동 16,37.3240323737,126.9925922924
828,북부버스차고지,1998.3,경기도 수원시 장안구 경수대로1220번길 46,경기도 수원시 장안구 파장동 23-5,37.3213151927,126.9895631982
829,어린이생태미술체험관,163.35,경기도 수원시 장안구 경수대로 1274,경기도 수원시 장안구 파장동 39-35,37.3245962203,126.9874754816
830,지지대화장실(효행공원),47.65,경기도 수원시 장안구 경수대로 1274,경기도 수원시 장안구 파장동 540-1,37.3245962203,126.9874754816
831,세일경로당,247.42,경기도 수원시 장안구 이목로74번길 42,경기도 수원시 장안구 파장동 561,37.3100078045,126.9907229962
832,노송경로당,131.7,경기도 수원시 장안구 경수대로1073번길 11,경기도 수원시 장안구 파장동 584-6,37.3083937545,126.9947963379
833,파장문화복지센터,861.24,경기도 수원시 장안구 경수대로1073번길 11,경기도 수원시 장안구 파장동 584-6,37.3083937545,126.9947963379
834,탑골택시쉼터,244.7,경기도 수원시 권선구 호매실로 46,경기도 수원시 권선구 탑동 905,37.256105382,126.968329536
835,화성경로당,137,경기도 수원시 장안구 영화로7번길 22,경기도 수원시 장안구 영화동 440-7,37.2876589821,127.0091158496
836,세류동 세정경로당,166.32,경기도 수원시 권선구 정조로413번길 38,경기도 수원시 권선구 세류동 1143-1,37.2475711339,127.0127812216
837,시립 세곡 어린이집,1509.29,경기도 수원시 권선구 세류로 16,경기도 수원시 권선구 세류동 1274,37.2617999611,127.0052463307
838,권선구보건소,2496,경기도 수원시 권선구 호매실로 22-50,경기도 수원시 권선구 탑동 910,37.2587409803,126.9711303055
839,아주(아)경로당,188.88,,경기도 수원시 영통구 원천동 71-1,37.2747218906,127.0470203135
840,수원역사박물관,7118.49,경기도 수원시 영통구 창룡대로 265,경기도 수원시 영통구 이의동 1088-10,37.2976452252,127.0356337197
841,근린공원1호 관리동,236.04,,경기도 수원시 영통구 이의동 1183,37.3050204465,127.0430584554
842,열림일림가압장,299.35,경기도 수원시 영통구 웰빙타운로 63,경기도 수원시 영통구 이의동 1206,37.3050972907,127.044255359
843,수원도시안전통합센터,4542.35,경기도 수원시 영통구 대학4로 33,경기도 수원시 영통구 이의동 1246-1,37.2993252218,127.0481590979
844,광교종합사회복지관,4923.7,경기도 수원시 영통구 대학2로 41,경기도 수원시 영통구 이의동 1259-4,37.299346481,127.0466470126
845,연암배수지관리사-저지배수지,455.98,경기도 수원시 영통구 광교로 85,경기도 수원시 영통구 이의동 1291,37.2898978966,127.0416419855
846,수원시광교장애인주간보호시설,2580.99,경기도 수원시 영통구 센트럴타운로 22,경기도 수원시 영통구 이의동 1328-1,37.2896946978,127.0567231946
847,광교1동 행정복지센터,2957,경기도 수원시 영통구 도청로89번길 20,경기도 수원시 영통구 이의동 1350,37.2901821843,127.047390201
848,광교체육센터,2986.72,경기도 수원시 영통구 혜령로 12,경기도 수원시 영통구 이의동 1368,37.2839953539,127.0512627886
849,광교 씨름체육관,2251,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산 94-6,37.298013901,127.0331153297
850,동부버스차고지 CNG충전소 사무동,76.35,경기도 수원시 영통구 광교호수로 250,경기도 수원시 영통구 하동 1007-1,37.2865199541,127.0784245966
851,동부버스차고지 정비동,818.6,경기도 수원시 영통구 광교호수로 250,경기도 수원시 영통구 하동 1007-1,37.2865199541,127.0784245966
852,근린공원6호 관리동(공중화장실),356.37,경기도 수원시 영통구 광교중앙로 216,경기도 수원시 영통구 하동 1012,37.2907673591,127.0640050694
853,수원컨벤션센터,97616.36,경기도 수원시 영통구 광교중앙로 140,경기도 수원시 영통구 하동 1017 외3필지,37.2858741001,127.0594869532
854,자원순환센터 가로모래적치동,296,경기도 수원시 영통구 광교호수로 278-1,경기도 수원시 영통구 하동 17-3,37.2892427709,127.0862615208
855,자원순환센터 관리동,504,경기도 수원시 영통구 광교호수로 278-1,경기도 수원시 영통구 하동 17-3,37.2892427709,127.0862615208
856,자원순환센터 대형폐기물처리동,1181,경기도 수원시 영통구 광교호수로 278-1,경기도 수원시 영통구 하동 17-3,37.2892427709,127.0862615208
857,자원순환센터 선별처리동,6001,경기도 수원시 영통구 광교호수로 278-1,경기도 수원시 영통구 하동 17-3,37.2892427709,127.0862615208
858,시립호매실어린이집,1089.94,경기도 수원시 권선구 서수원로 431,경기도 수원시 권선구 호매실동 1378,37.2649212818,126.9624029558
859,수원시장애인복지센터,2011.28,경기도 수원시 권선구 호매실로 211,경기도 수원시 권선구 호매실동 1385,37.2631644611,126.956675029
860,수원서부차고지 사무동,2193.51,경기도 수원시 권선구 온정로 107,경기도 수원시 권선구 호매실동 1407,37.2548107963,126.9630950214
861,노림경로당,114.05,경기도 수원시 권선구 매실로 47-19,경기도 수원시 권선구 호매실동 395-34,37.2685432088,126.9561175665
862,자목경로당,242.75,경기도 수원시 권선구 칠보로88번길 90,경기도 수원시 권선구 호매실동 647-4,37.2637876088,126.9452685777
863,칠보산편익시설(칠보맷돌화장실),165,경기도 수원시 권선구 칠보로88번길 222,경기도 수원시 권선구 호매실동 905-13,37.2617125643,126.9391375032
864,태장마루도서관,3969.84,경기도 수원시 영통구 태장로 46,경기도 수원시 영통구 망포동 234-44,37.2386994015,127.0510466479
865,실버공원화장실,53.02,경기도 수원시 영통구 동탄지성로 520,경기도 수원시 영통구 망포동 755,37.2388256192,127.0463219917
866,주막거리경로당,130.44,경기도 수원시 영통구 매여울로68번길 23,경기도 수원시 영통구 매탄동 101-16,37.2730196103,127.0450227905
867,효원경로당,135.6,경기도 수원시 영통구 매탄로65번길 17,경기도 수원시 영통구 매탄동 1166-2,37.2570472609,127.0404502121
868,먼내화장실,27,경기도 수원시 영통구 동탄원천로1109번길 61,경기도 수원시 영통구 매탄동 1210,37.2696324154,127.055047499
869,매여울도서관,3913.92,,경기도 수원시 영통구 매탄동 1268,37.259612704,127.0465469437
870,매탄3동 행정복지센터,1746.16,경기도 수원시 영통구 동탄원천로881번길 76,경기도 수원시 영통구 매탄동 1279-1,37.2564445818,127.0431039365
871,매탄화장실,62.41,경기도 수원시 영통구 동탄원천로915번길 36,경기도 수원시 영통구 매탄동 1338,37.2570151441,127.0437996614
872,미화원대기실,42,경기도 수원시 영통구 매여울로53번길 2,경기도 수원시 영통구 매탄동 140-49,37.272917596,127.0442789691
873,매탄1동 행정복지센터,753.28,경기도 수원시 영통구 인계로189번길 119,경기도 수원시 영통구 매탄동 176-4,37.2704963694,127.0405263897
874,매탄2동 행정복지센터,1528.08,경기도 수원시 영통구 매영로39번길 21,경기도 수원시 영통구 매탄동 198-99,37.270153395,127.0474311668
875,교류공무원 숙소,75.6,경기도 수원시 영통구 매영로 10,경기도 수원시 영통구 매탄동 810-32동 1308호,37.2696188745,127.0443778028
876,매여울화장실,31.73,경기도 수원시 영통구 매탄로 185,경기도 수원시 영통구 매탄동 811,37.2687315427,127.0456914785
877,상광교경로당,198,경기도 수원시 장안구 광교산로 541,경기도 수원시 장안구 상광교동 100,37.3302098177,127.0147878438
878,성균관대역 환승주차장,5337.92,경기도 수원시 장안구 화산로 242,경기도 수원시 장안구 율전동 301-1,37.3000841268,126.9703219197
879,율천동밤밭문화센터,2172.83,경기도 수원시 장안구 서부로2106번길 35,경기도 수원시 장안구 율전동 433-147,37.2978450897,126.9715336199
880,율전동 행정복지센터,978.36,경기도 수원시 장안구 서부로2106번길 27,경기도 수원시 장안구 율전동 433-2,37.2976192461,126.9714223702
881,수원시양궁장,768,경기도 수원시 장안구 서부로 2229,경기도 수원시 장안구 율전동 산 19,37.3095064173,126.9717260332
882,해우재 문화센터,997.6,경기도 수원시 장안구 장안로 463,경기도 수원시 장안구 이목동 184-6,37.3186593053,126.9779000172
883,지지대공원 내 휴게실,306,경기도 수원시 장안구 경수대로 1283,경기도 수원시 장안구 이목동 563,37.3250673297,126.9859485251
884,이목경로당,492,경기도 수원시 장안구 장안로398번길 13,경기도 수원시 장안구 이목동 743,37.3157322396,126.984623962
885,수원민예총  아마추어예술단체연습실,328.56,경기도 수원시 장안구 정조로 989,경기도 수원시 장안구 정자동 1-7,37.2951225682,127.0091350511
886,장안청소년문화의집,835.5,경기도 수원시 장안구 수성로275번길 114,경기도 수원시 장안구 정자동 28-7,37.2949279822,126.9992640485
887,수원시육아종합지원센터,1122,경기도 수원시 장안구 송정로24번길 47,경기도 수원시 장안구 정자동 32-5,37.2947741685,127.0012620822
888,정자2동경로당,138,경기도 수원시 장안구 송정로60번길 10-23,경기도 수원시 장안구 정자동 35-22,37.2955278081,127.0025658975
889,정자동장애인주간보호시설,1439,경기도 수원시 장안구 수성로245번길 86,경기도 수원시 장안구 정자동 43-17,37.2924688143,126.9975203214
890,시립정자1동어린이집,664.98,경기도 수원시 장안구 장안로309번길 27,경기도 수원시 장안구 정자동 546-19,37.307467589,126.9890248917
891,정자시장 고객센터,249.09,경기도 수원시 장안구 장안로89번길 47,경기도 수원시 장안구 정자동 74-1,37.290936658,126.9996966537
892,정자1동 행정복지센터,1472.89,경기도 수원시 장안구 정자로130번길 20,경기도 수원시 장안구 정자동 840-96,37.3022042537,126.991294671
893,수원시자원회수시설 부경비동,10.57,경기도 수원시 영통구 영통로 383,경기도 수원시 영통구 영통동 962-3,37.2585654463,127.0677994429
894,수원시자원회수시설 연결통로,74.28,경기도 수원시 영통구 영통로 383,경기도 수원시 영통구 영통동 962-3,37.2585654463,127.0677994429
895,수원시자원회수시설 관리동,1434.34,경기도 수원시 영통구 영통로 383,경기도 수원시 영통구 영통동 962-3,37.2585654463,127.0677994429
896,수원체육문화센터,7181.37,경기도 수원시 영통구 영통로 383,경기도 수원시 영통구 영통동 962-3,37.2585654463,127.0677994429
897,달맞이화장실,42.29,경기도 수원시 영통구 덕영대로1555번길 60,경기도 수원시 영통구 영통동 969-2,37.2486734317,127.0618910939
898,영통2동 문화센터,1620.31,경기도 수원시 영통구 영통로217번길 18,경기도 수원시 영통구 영통동 977-2,37.2469387632,127.0559815224
899,교통공원 화장실,31.98,경기도 수원시 영통구 덕영대로 1570,경기도 수원시 영통구 영통동 981-4,37.2454045935,127.062766935
900,살구골공원 화장실,40.14,경기도 수원시 영통구 매영로 366,경기도 수원시 영통구 영통동 989-3,37.2492538147,127.0727125052
901,다슬기화장실,107.57,경기도 수원시 장안구 광교산로 597,경기도 수원시 장안구 상광교동 38-3,37.3345642091,127.0171642924
902,수원함양림 산림문화공간(문화향수의 집),264.32,경기도 수원시 장안구 광교산로 602-37,경기도 수원시 장안구 상광교동 51,37.336109998,127.0182494071
903,송죽동 솔대경로당,275,경기도 수원시 장안구 수일로118번길 23,경기도 수원시 장안구 송죽동 123-5,37.3078235365,127.0027557361
904,공원관리소,113.58,경기도 수원시 장안구 만석로 162,경기도 수원시 장안구 송죽동 283-2,37.3015218494,126.9982499474
905,제2야외음악당,667.66,경기도 수원시 장안구 정조로 1087,경기도 수원시 장안구 송죽동 305-1,37.3017923784,127.0025472073
906,미술전시관,1409.22,경기도 수원시 장안구 송정로 19,경기도 수원시 장안구 송죽동 409-2,37.2970380315,126.9994531538
907,게이트볼 휴게시설,21,,경기도 수원시 장안구 송죽동 434,,
908,만석공원경로당,155,경기도 수원시 장안구 정조로1088번길 6-6,경기도 수원시 장안구 송죽동 457,37.3022283972,127.0033454767
909,연무경로당,1011.33,경기도 수원시 장안구 경수대로 757,경기도 수원시 장안구 연무동 181-1,37.2905582533,127.0215409972
910,연무동 공영주차장,7044.33,,경기도 수원시 장안구 연무동 193,,
911,연무동 유천경로당,85.44,경기도 수원시 장안구 연무로56번길 46-4,경기도 수원시 장안구 연무동 216-1,37.2973499646,127.0270830476
912,창용경로당,195,경기도 수원시 장안구 창훈로29번길 74,경기도 수원시 장안구 연무동 217-28,37.2964390429,127.0269533565
913,연무시장 고객지원센터,373.08,경기도 수원시 장안구 연무로13번길 66,경기도 수원시 장안구 연무동 234-10,37.2948404641,127.0261735856
914,연무동 공영주차장,2676.65,경기도 수원시 장안구 월드컵로 422,경기도 수원시 장안구 연무동 249-5,37.2935882862,127.0263619576
915,연무동 세대통합어울림센터,331.16,경기도 수원시 장안구 경수대로754번길 59,경기도 수원시 장안구 연무동 252-14,37.2931367486,127.0239052399
916,연무사회복지관,882.9,경기도 수원시 장안구 창룡대로151번길 8,경기도 수원시 장안구 연무동 260-34,37.2917686522,127.0266554182
917,영화동 벽산아파트 경로당,16369.49,경기도 수원시 장안구 수성로402번길 45-2,경기도 수원시 장안구 영화동 101-7 101동 104호,37.2932915315,127.017608711
918,화성어차 운전원 사무실,18,경기도 수원시 장안구 팔달로 280,경기도 수원시 장안구 영화동 153-12,37.2898591074,127.015859377
919,신동수변공원 화장실,39.6,경기도 수원시 영통구 덕영대로1373번길 66,경기도 수원시 영통구 신동 942,37.2474113823,127.0404636321
920,영통종합사회복지관,15042.43,경기도 수원시 영통구 반달로 45,경기도 수원시 영통구 영통동 1012-5,37.2506946278,127.0773388139
921,신성경로당,192.99,경기도 수원시 영통구 청명로59번길 7-16,경기도 수원시 영통구 영통동 1031,37.2517590318,127.0800842564
922,수원SK아트리움,14997.84,경기도 수원시 장안구 이목로 24-25,경기도 수원시 장안구 정자동 947,37.3095835142,126.9864037899
923,수원시 환경성질환 아토피센터,2569.44,경기도 수원시 장안구 수일로233번길 144,경기도 수원시 장안구 조원동 10,37.3073060876,127.0215477424
924,조원1동 미화원막사,130,경기도 수원시 장안구 금당로38번길 58,경기도 수원시 장안구 조원동 733-4,37.3015961338,127.0160888069
925,보훈어린이집,1446.91,경기도 수원시 장안구 송정로187번길 83,경기도 수원시 장안구 조원동 756-1,37.3014305917,127.0130884388
926,수원시종합운동장,47371.24,경기도 수원시 장안구 경수대로 893,경기도 수원시 장안구 조원동 775,37.2982494608,127.0089116361
927,수원야구장,6924,경기도 수원시 장안구 경수대로 893,경기도 수원시 장안구 조원동 775,37.2982494608,127.0089116361
928,국민체육센터,5425,경기도 수원시 장안구 경수대로 893,경기도 수원시 장안구 조원동 775,37.2982494608,127.0089116361
929,종합운동장 인조잔디구장 화장실 및 쉼터,107.64,경기도 수원시 장안구 경수대로 893,경기도 수원시 장안구 조원동 775,37.2982494608,127.0089116361
